OID_,DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank
6573,S01013079,Cornton - 04,Stirling,1177,743,4631,4,7,14,67,4%,47,5452,4%,29,5223,80,76,221,155,15%,2%,91,3523,88%,5.73,111,2%,10%,3995,5.46,3.58,2.45,1.92,9.16,4.49,9.44,9.62,11.41,4%,1959,50,428,1340,55,0,5%,0%,5715
6574,S01013080,Causewayhead - 01,Stirling,890,584,5359,4,8,16,77,6%,53,4627,4%,25,4969,80,13,17,74,15%,5%,71,4833,94%,6,52,0%,6%,5958,4.67,4.07,1.27,5.46,4.48,5.11,5.43,3.64,9.14,7%,2687,7,81,5519,42,7,5%,1%,5498
6575,S01013081,Causewayhead - 02,Stirling,1085,682,6570,5,10,19,95,2%,18,6630,2%,11,6691,30,7,0,67,13%,5%,75,6565,90%,6,40,2%,11%,5756,4.52,3.71,2.35,5.05,5.43,5.46,7.4,6.79,11.96,3%,1810,4,38,6414,30,0,5%,0%,5927
6576,S01013082,Causewayhead - 03,Stirling,833,463,5521,4,8,16,80,3%,27,5846,3%,15,5595,55,45,63,80,17%,10%,66,5109,92%,5.92,46,2%,8%,5607,5.49,4.69,2.77,6.14,5.28,6.13,9.97,8.22,15.39,0%,1250,9,111,4918,31,7,4%,1%,5948.5
6577,S01013083,Bridge of Allan and University - 01,Stirling,1923,1705,6909,5,10,20,100,0%,9,6963,0%,4,6968,15,31,8,51,9%,0%,50,6946,90%,6.21,36,0%,6%,6079,7.77,1.2,3.75,3.47,8.58,4.2,2.6,13.35,13.38,8%,2978,12,64,5883.5,10,4,2%,1%,6517.5
6578,S01013084,Bridge of Allan and University - 02,Stirling,748,388,6825,5,10,20,98,2%,15,6480,2%,9,6197,35,20,75,67,15%,0%,71,6140,93%,6.65,30,1%,13%,6695,7.51,2.02,2.3,2.09,6.9,2.78,7.63,7.34,7.35,0%,4450,8,110,4938,7,4,1%,1%,6857
6579,S01013085,Bridge of Allan and University - 03,Stirling,848,613,4555,4,7,14,66,10%,87,3342,4%,26,5013,100,80,53,108,15%,0%,96,3494,86%,5.25,74,0%,6%,3972,7.68,1.51,1.86,2.86,7.04,2.43,5.56,6.3,6.41,0%,5252,3,36,6439,94,7,18%,1%,1335
6580,S01013086,Bridge of Allan and University - 04,Stirling,1006,709,6074,5,9,18,88,5%,47,5144,4%,29,5067,50,45,69,101,13%,4%,67,5442,0%,5.86,42,4%,5%,5614,7.93,1.15,1.13,3.44,6.32,1.31,3.98,3.8,3.67,0%,6705,7,71,5706,79,13,9%,2%,3447
6581,S01013087,Bridge of Allan and University - 05,Stirling,989,652,6921,5,10,20,100,1%,11,6838,0%,2,6964,20,8,0,101,10%,0%,52,6901,93%,6.18,20,0%,19%,6732,7.98,2.96,2.63,4.16,5.58,2.55,9.45,8.64,8.41,1%,2658,3,31,6543,20,5,3%,1%,6427
6582,S01013088,Bridge of Allan and University - 06,Stirling,975,585,6643,5,10,20,96,1%,7,6942,1%,9,6760,20,27,18,44,12%,7%,59,6819,0%,6.33,20,1%,14%,6828,9.56,3.36,3.01,6.23,8.28,2.75,13.25,12,11.15,7%,1195,3,32,6537,7,4,1%,0%,6893
6583,S01013089,Bridge of Allan and University - 07,Stirling,776,498,4153,3,6,12,60,8%,65,3822,5%,27,4417,70,39,111,113,18%,0%,87,4022,82%,4.83,78,2%,6%,2871,8.26,2.83,2.64,4.61,7.77,2.56,7.34,6.72,6.3,1%,2684,8,106,4997,46,7,6%,1%,4895
6584,S01013090,Forth - 01,Stirling,782,578,5531,4,8,16,80,6%,46,4657,4%,26,4862,70,38,16,76,15%,4%,64,5105,92%,6.12,57,3%,4%,5301,3.26,2.56,1.53,1.39,5.87,3.42,7.85,4.91,11.9,0%,5318,5,66,5843,100,30,13%,4%,1787
6585,S01013091,Forth - 02,Stirling,694,620,4956,4,8,15,72,5%,33,5109,3%,21,5519.5,35,14,69,80,12%,9%,62,6400,0%,0,31,17%,1%,4400,2.94,2.38,2.28,2.56,5.42,2.65,6.38,7.8,7.02,21%,4291,54,784,390,118,8,26%,2%,484
6586,S01013092,Forth - 03,Stirling,924,653,4214,4,7,13,61,9%,83,3653,8%,54,3259,85,48,56,65,16%,5%,84,4095,89%,5.71,60,1%,6%,4717,3.86,3.24,0.99,2.12,6.25,3.94,11.32,3.25,15.83,0%,4427,9,100,5114,102,4,11%,0%,3095
6587,S01013093,Forth - 04,Stirling,554,404,5749,5,9,17,83,2%,9,6653,1%,6,6788,20,55,0,70,16%,0%,61,6722,89%,6.22,28,2%,4%,5728,4.87,6.53,3.28,7,6.27,6.91,18.07,15.66,22.29,50%,513,12,222,3073,9,9,2%,2%,6226.5
6588,S01013094,Dunblane East - 01,Stirling,641,349,6775,5,10,20,98,1%,6,6894,2%,6,6663,30,12,0,28,12%,0%,46,6842,0%,6.25,12,1%,19%,6896,6.02,4.93,3.91,1.24,4.64,4.28,14.83,9.58,12,3%,1794,4,64,5883.5,7,0,1%,0%,6895
6589,S01013095,Dunblane East - 02,Stirling,896,580,6673,5,10,20,96,1%,5,6959,1%,6,6890,15,4,0,48,10%,0%,42,6967,96%,6.55,15,1%,28%,6943,4.77,5.3,4.28,2.54,3.43,4.64,16.89,10.06,12.47,42%,1153,5,57,6026,5,0,1%,0%,6948
6590,S01013096,Dunblane East - 03,Stirling,727,382,4795,4,7,14,69,4%,30,5403,5%,18,4721,50,86,26,78,12%,7%,81,5317,89%,5.67,97,2%,2%,3521,5.18,6.06,5.04,3.68,4.08,5.4,14.92,7.87,10.28,0%,1233,6,85,5417,38,3,8%,1%,4205
6591,S01013097,Dunblane East - 04,Stirling,916,565,5882,5,9,17,85,3%,28,5939,2%,12,6459,40,9,0,52,9%,7%,52,6706,95%,6.32,35,0%,22%,6761,5.38,5.38,5.95,4.29,3.93,6.43,20.92,17.69,19.97,32%,593,5,56,6047,4,22,1%,4%,6088
6592,S01013098,Dunblane East - 05,Stirling,771,499,6409,5,10,19,92,0%,0,6969,0%,2,6965,10,11,18,24,8%,13%,32,6974,98%,6.3,10,2%,31%,6958,4.81,6.12,5.7,4.78,3.73,6.06,24.92,17.82,20.23,17%,589,0,0,6928,9,0,1%,0%,6886
6593,S01013099,Dunblane East - 06,Stirling,989,559,4924,4,8,15,71,7%,73,4125,5%,28,4553,60,42,17,126,19%,0%,57,5042,90%,6.05,38,0%,11%,6113,5.91,3.8,2.58,2.77,4.85,3,12.91,6.38,7.74,2%,2784,24,239,2884,57,18,7%,2%,4188
6594,S01013100,Dunblane East - 07,Stirling,715,368,6697,5,10,20,97,2%,14,6506,3%,11,5736,30,57,26,45,10%,0%,50,6739,0%,6.74,36,1%,39%,6961,6.01,3.88,2.86,2.27,4.95,3.22,11.19,5.33,7.52,2%,2929,4,57,6021,1,2,0%,0%,6954
6595,S01013101,Dunblane West - 01,Stirling,1036,647,2445,2,4,8,36,15%,156,2236,13%,82,1933,115,89,279,101,22%,0%,91,2586,87%,5.54,105,3%,3%,3146,6.46,1.38,2.46,3.03,3.48,3.22,5.42,7.42,9.63,0%,5253,29,278,2445.5,118,15,12%,2%,2640
6596,S01013102,Dunblane West - 02,Stirling,634,335,6631,5,10,20,96,4%,26,5416,2%,7,6511,45,6,0,61,16%,11%,49,6415,92%,6.43,34,1%,15%,6546,7.19,2.24,2.43,3.79,4.23,3.19,8.94,9.04,10.74,0%,3431,0,0,6774,19,2,3%,0%,6337
6597,S01013103,Dunblane West - 03,Stirling,973,625,6680,5,10,20,96,2%,20,6452,2%,12,6509,35,8,0,67,13%,0%,47,6701,93%,6.07,16,1%,22%,6724,6.52,2.43,3.98,3.84,2.7,4.73,10.44,12.31,14.92,0%,2245,9,95,5216,20,0,2%,0%,6689
6598,S01013104,Dunblane West - 04,Stirling,976,572,6794,5,10,20,98,2%,20,6459,2%,12,6367,40,22,36,66,13%,5%,69,6078,94%,6.2,35,1%,14%,6527,5.58,1.87,3.54,2.66,3.28,4.3,6.9,9.68,12.04,3%,3414,0,0,6696,29,3,3%,0%,6425
6599,S01013105,Dunblane West - 05,Stirling,918,572,6148,5,9,18,89,3%,32,5717,4%,22,5233,45,34,77,72,11%,0%,66,5976,93%,6,33,1%,15%,6413,5.29,2.08,3.71,2.38,4.19,4.46,7.47,10.62,12.51,1%,2984,7,78,5568,13,2,1%,0%,6818
6600,S01013106,Carse of Stirling - 01,Stirling,766,487,5183,4,8,15,75,8%,62,3880,5%,24,4627,60,84,101,96,15%,7%,73,4623,95%,6.35,54,2%,15%,6399,2.7,0.98,0.67,1.89,7.49,9.15,3.61,2.51,16.29,0%,6520,18,241,2849,91,7,11%,1%,3020
6601,S01013107,Carse of Stirling - 02,Stirling,1102,639,5533,4,8,16,80,5%,51,5167,3%,20,5734,40,14,0,57,11%,7%,49,6641,90%,6.16,40,1%,29%,6453,4.66,3.74,3.26,5.37,9.57,10.12,10.89,8.96,18.84,31%,769,5,47,6240,9,12,1%,2%,6456
6602,S01013108,Carse of Stirling - 03,Stirling,762,479,3914,3,6,12,57,7%,57,4090,7%,34,3672,65,66,44,80,12%,0%,75,5003,87%,5.56,81,5%,4%,3487,2.92,3.9,1.5,1.59,10.13,12.32,12.72,5.15,26.84,67%,1273,8,108,4972.5,46,19,8%,3%,3406
6603,S01013109,Carse of Stirling - 04,Stirling,1169,769,3973,3,6,12,57,6%,66,4746,7%,52,3802,70,12,13,53,13%,5%,61,5607,93%,5.97,75,1%,9%,5515,6.7,8.55,4.1,3.01,12.09,12.7,32.07,12.33,31.53,41%,337,22,184,3639,61,36,6%,3%,3960
6604,S01013110,Carse of Stirling - 05,Stirling,701,432,4768,4,7,14,69,4%,29,5395,4%,16,5384,45,29,0,37,12%,0%,60,6395,91%,5.95,68,0%,12%,5663,8.21,8.47,6.35,4.6,13.81,9.87,28.61,19.82,29.11,70%,196,4,59,6000,38,14,6%,2%,4219
6605,S01013111,Carse of Stirling - 06,Stirling,409,244,4595,4,7,14,66,5%,21,4948,4%,10,5075,60,89,45,62,13%,9%,103,4604,87%,6.25,52,0%,25%,6222,8,7.15,2.2,1.45,14.79,8.32,19.94,7.02,15.55,100%,622,12,301,2225,10,6,2%,1%,6309
6606,S01013112,Callander and Trossachs - 01,Stirling,607,394,4357,4,7,13,63,11%,64,3259,7%,28,3640,95,6,0,69,19%,6%,68,4595,90%,5.87,67,0%,9%,5320,1.06,1.31,3.28,4.51,6.12,2.53,4.67,5.78,4.95,0%,6259,21,338,1914,26,12,4%,2%,5439
6607,S01013113,Callander and Trossachs - 02,Stirling,832,469,3395,3,5,10,49,13%,105,2763,9%,44,2910,90,32,22,76,18%,3%,87,3945,87%,5.77,105,3%,4%,3463,1.29,1.35,3.09,4.13,5.79,2.34,4.85,5.96,5.17,3%,5691,24,284,2390,79,4,10%,0%,3637
6608,S01013114,Callander and Trossachs - 03,Stirling,870,551,4422,4,7,13,64,4%,37,5333.5,4%,24,4966,55,12,18,77,14%,6%,55,5959,90%,6.04,59,0%,10%,5681,6.73,7.11,4.66,6.51,9.28,6.86,20.72,13.38,19.35,55%,429,40,460,1176,43,30,6%,4%,3931
6609,S01013115,Callander and Trossachs - 04,Stirling,630,365,4312,4,7,13,62,10%,66,3280,6%,24,3934,90,45,0,95,19%,0%,72,4169,86%,5.84,65,3%,11%,4664,2.53,2.58,1.96,3.02,4.47,1.29,6.58,4.52,3.67,0%,6513,17,277,2449,67,10,12%,2%,2551
6610,S01013116,Callander and Trossachs - 05,Stirling,801,431,6499,5,10,19,94,3%,22,6092,2%,10,6311,45,8,25,90,16%,17%,55,6046,0%,6.36,42,0%,20%,6682,4.24,4.28,2.36,2.95,4.12,2.4,11.21,7.18,7.68,9%,3252,16,205,3326,12,1,2%,0%,6787
6611,S01013117,Highland - 01,Stirling,611,400,4770,4,7,14,69,8%,48,3966,6%,26,3993,80,79,0,92,14%,4%,91,4256,80%,5.95,79,2%,16%,4442,1.39,2.35,1.12,2.36,17.21,1.32,13.07,3.77,4.46,2%,5738,5,84,5435,69,13,11%,2%,2570
6612,S01013118,Highland - 02,Stirling,498,337,4842,4,7,14,70,2%,11,6366,2%,7,6504,20,7,0,82,13%,0%,70,6791,0%,6.4,35,3%,11%,6102,14.14,14.29,12.72,10.44,27.25,14.69,37.91,33.2,38.2,81%,17,7,144,4274,25,6,6%,1%,4937
6613,S01013119,Highland - 03,Stirling,729,441,3222,3,5,10,47,8%,57,3977,7%,30,3757,65,17,0,76,14%,5%,54,5746,82%,5.39,83,1%,11%,3686,13.72,17.52,3.54,6.74,22.15,19.2,35.57,12.23,38.64,39%,83,4,56,6044,45,24,6%,3%,3994
6614,S01013120,Highland - 04,Stirling,1052,669,4084,3,6,12,59,7%,75,4208,5%,31,4755,65,40,16,81,14%,9%,59,5322,85%,5.7,78,0%,11%,4587,6.8,4.12,3.69,4.38,35,33.35,14.05,11.56,57.16,25%,348,9,88,5358,31,35,3%,4%,4813
6615,S01013121,Highland - 05,Stirling,392,277,2714,2,4,8,39,9%,37,3530,8%,22,3390,100,0,33,70,14%,0%,46,5501,77%,5.58,113,3%,8%,2837,4.64,17.86,1.98,4.08,47.5,40.62,45.32,7.16,75.34,96%,82,6,157,4059,36,11,11%,3%,2511
6616,S01013122,Whitecrook - 01,West Dunbartonshire,311,189,704,1,2,3,11,27%,85,628,24%,45,338,160,189,130,87,17%,6%,107,1875,76%,5.56,198,3%,11%,1905,1.22,1.82,3.81,2.49,7.71,4.94,4.51,8.21,12.47,0%,4625,25,810,366,106,0,18%,0%,1537
6617,S01013123,Whitecrook - 02,West Dunbartonshire,692,495,1218,1,2,4,18,21%,147,1273,17%,84,1056,160,208,201,96,23%,9%,119,1337,76%,5.13,135,1%,5%,2048,2.48,3.58,4.26,2.24,5.87,3.37,7.68,10.58,8.85,0%,3344,57,830,337,108,11,14%,1%,2023
6618,S01013124,Whitecrook - 03,West Dunbartonshire,685,441,2383,2,4,7,35,16%,109,2081,12%,52,2175,130,143,45,131,23%,6%,117,1948,81%,5.87,128,0%,8%,3644,1.94,2.89,4.32,2.55,7.05,4.36,6.62,10.26,9.1,0%,3297,11,162,3988,69,13,10%,2%,3243
6619,S01013125,Whitecrook - 04,West Dunbartonshire,764,470,2598,2,4,8,38,16%,120,2112,8%,37,3378,145,85,41,224,21%,10%,112,1812,82%,5.26,112,5%,7%,2650,1.81,2.32,3.1,2.14,6.99,4.43,7.17,10.08,11.74,0%,3936,18,237,2903,85,21,11%,3%,2473
6620,S01013126,Whitecrook - 05,West Dunbartonshire,784,516,360,1,1,2,6,30%,238,402,22%,111,503,210,311,168,164,26%,6%,156,363,67%,4.9,189,7%,3%,441,3,3.7,5.03,3.22,8.24,5.47,12.58,16.09,11.72,0%,1200,23,295,2273,135,14,18%,2%,1180
6621,S01013127,Whitecrook - 06,West Dunbartonshire,841,523,454,1,1,2,7,29%,248,459,19%,96,832,180,283,213,163,22%,16%,147,671,61%,4.83,195,4%,3%,277,2.88,3.78,5.1,3.21,7.89,5.2,12.3,15.81,10.84,0%,1278,43,515,946,169,7,20%,1%,1105
6622,S01013128,Singer and Clydebank South - 01,West Dunbartonshire,585,467,607,1,1,2,9,24%,141,949.5,20%,92,679,185,268,38,142,27%,12%,130,718,80%,4.14,152,10%,0%,424,2.47,3.69,4.54,3.2,6.42,3.94,9.06,10.31,10.51,0%,2290,38,654,581,145,28,23%,4%,464
6623,S01013129,Singer and Clydebank South - 02,West Dunbartonshire,1096,689,985,1,2,3,15,22%,244,1148,17%,115,1071,175,288,178,173,24%,3%,138,758,82%,5.24,121,10%,6%,2160,2.97,3.89,3.97,2.4,6.34,3.62,9.52,10.25,8.9,0%,2393,122,1112,156,155,15,14%,1%,2034
6624,S01013130,Singer and Clydebank South - 03,West Dunbartonshire,615,388,269,1,1,1,4,39%,241,99,23%,89,387,175,308,144,138,25%,12%,166,597,68%,5.37,172,9%,3%,827,3.16,2.52,4.29,2.69,2.6,4.01,6.32,9.61,11.27,0%,4294,48,786,389,141,19,20%,3%,863
6625,S01013131,Singer and Clydebank South - 04,West Dunbartonshire,633,433,2002,2,3,6,29,17%,108,1875.5,13%,58,1801,120,165,0,147,21%,0%,102,2618,72%,5.37,124,3%,13%,2432,1.75,5.41,3.06,3.68,5.34,3.33,13.42,8.48,9.03,0%,2571,19,302,2213,114,12,17%,2%,1313
6626,S01013132,Singer and Clydebank South - 05,West Dunbartonshire,536,365,815,1,2,3,12,27%,144,683,18%,63,1000,180,185,83,165,26%,14%,145,705,58%,5.27,135,3%,5%,877,1.25,5.21,2.55,3.28,4.87,2.82,11.62,6.81,7.35,0%,4088,17,319,2071,134,7,23%,1%,712
6627,S01013133,Singer and Clydebank South - 06,West Dunbartonshire,1068,627,906,1,2,3,13,23%,242,1095,20%,123,666,145,259,314,200,35%,2%,132,637,80%,5.24,158,11%,5%,1603,1.09,4.86,2.22,2.99,4.7,2.49,10.98,7.54,8.09,0%,4326,47,443,1264,85,24,11%,3%,2321
6628,S01013134,Drumry - 01,West Dunbartonshire,821,533,2522,2,4,8,37,17%,138,1927,10%,52,2775,120,109,57,99,22%,0%,119,2371,81%,5.86,122,2%,7%,3347,2.79,2.83,3.41,3.11,3.21,3.07,7.44,10.51,9.66,1%,3881,25,307,2177,89,6,11%,1%,3271
6629,S01013135,Drumry - 02,West Dunbartonshire,782,523,60,1,1,1,1,40%,313,78,32%,167,55,240,435,174,175,30%,14%,180,105,64%,4.93,184,6%,3%,438,2.41,4.05,3.65,3.53,4.07,3.49,10.19,14.01,8.74,0%,2708,68,876,287,173,16,22%,2%,675
6630,S01013136,Drumry - 03,West Dunbartonshire,883,545,2091,2,3,6,30,15%,131,2275,11%,62,2300,140,194,73,123,22%,0%,125,1737,75%,5.54,153,8%,6%,1809,4.92,5.4,4.19,1.47,5.74,2.65,14.03,13.55,6.81,0%,2441,20,228,2996,151,12,16%,1%,1567
6631,S01013137,Drumry - 04,West Dunbartonshire,708,455,1911,2,3,6,28,17%,122,1851,12%,55,2158,160,30,65,117,23%,14%,107,1861,77%,5.23,170,3%,5%,1628,5.34,5.81,4.6,1.77,6.26,3.06,15.49,15.01,8.32,0%,1597,7,100,5125,103,1,14%,0%,2455
6632,S01013138,Drumry - 05,West Dunbartonshire,692,425,58,1,1,1,1,40%,279,70,29%,121,120,260,248,244,150,28%,7%,170,121,58%,4.62,204,13%,2%,37,1.44,3.79,3.29,3.61,3.18,3.55,7.73,11.19,9.14,0%,4045,39,568,769,116,7,16%,1%,1582
6633,S01013139,Drumry - 06,West Dunbartonshire,899,592,330,1,1,1,5,34%,305,234,25%,149,258,190,144,398,156,24%,3%,145,617,63%,5.25,167,7%,3%,598,1.83,2.99,3.68,3.15,2.44,3.87,6.47,9.94,9.13,0%,4681,34,381,1608,160,18,18%,2%,1156
6634,S01013140,Drumry - 07,West Dunbartonshire,775,479,602,1,1,2,9,29%,228,466,22%,103,492,210,149,181,114,24%,4%,137,638,73%,5.25,178,4%,6%,1318,2.41,2.74,4.26,2.82,2.18,4.46,6.13,10.09,9.73,0%,4493,32,416,1414,124,17,15%,2%,1620
6635,S01013141,Clydebank - 01,West Dunbartonshire,931,620,1193,1,2,4,18,24%,223,967,16%,97,1285,190,158,143,123,24%,9%,140,777,74%,5,137,7%,6%,1502,3.61,1.91,5,2.09,2.38,4.79,5.41,11.62,13.19,0%,4451,23,249,2771,87,20,13%,3%,1771
6636,S01013142,Clydebank - 02,West Dunbartonshire,812,522,669,1,1,2,10,27%,221,639,21%,111,529,190,205,311,134,30%,12%,133,518,66%,5.5,184,3%,6%,1169,3.45,1.79,4.67,2.26,2.54,4.49,6.39,12.19,14.17,0%,4249,19,236,2928,105,31,12%,4%,1952
6637,S01013143,Clydebank - 03,West Dunbartonshire,788,499,2250,2,4,7,33,16%,129,2009,12%,61,2074,155,71,74,95,22%,7%,104,1998,82%,5.5,132,0%,6%,3103,2.65,2.62,3.96,2.21,2.43,4.22,11.04,11.84,13.34,0%,3461,16,204,3337,134,6,16%,1%,1800
6638,S01013144,Clydebank - 04,West Dunbartonshire,873,531,2065,2,3,6,30,15%,134,2181,13%,69,1890,155,101,112,88,25%,3%,103,1764,75%,5.57,132,7%,9%,2291,3.12,3.15,4.43,3.16,3.48,4.7,8.7,12.65,14.23,0%,2457,16,185,3635,124,4,14%,0%,2344
6639,S01013145,Clydebank - 05,West Dunbartonshire,721,472,1804,2,3,6,26,19%,137,1577,11%,52,2343,175,122,57,111,23%,12%,112,1357,69%,5.28,143,6%,8%,1532,3.4,3.25,4.83,3.16,3.33,5.14,7.51,11.66,13.55,0%,2443,11,154,4120,86,12,12%,2%,2467.5
6640,S01013146,Clydebank - 06,West Dunbartonshire,463,284,2574,2,4,8,37,15%,68,2303,9%,26,2984,135,65,0,95,19%,7%,138,2365,81%,4.93,128,3%,8%,2317,3.82,3.08,5.35,3.22,3.35,5.7,7.37,11.55,13.54,0%,2234,4,87,5373,44,6,10%,1%,3376.5
6641,S01013147,Clydebank North - 01,West Dunbartonshire,690,433,3236,3,5,10,47,14%,94,2532,8%,34,3398.5,110,38,194,70,18%,10%,98,3100,87%,5.64,95,0%,7%,4205,2.91,2.53,4.57,2.94,2.91,4.79,5.81,11.01,12.81,0%,3469,20,292,2326,83,5,11%,1%,3007
6642,S01013148,Clydebank North - 02,West Dunbartonshire,745,455,3575,3,6,11,52,10%,71,3512,8%,34,3524,100,69,0,69,20%,0%,83,3785,79%,6.14,106,3%,7%,3670,2.5,3.84,4.47,2.97,4.31,5.17,8.73,14.23,16.62,0%,1940,15,203,3360,69,17,9%,2%,3255.5
6643,S01013149,Clydebank North - 03,West Dunbartonshire,807,538,3111,3,5,9,45,11%,86,3233,7%,38,3699,105,69,17,120,18%,5%,118,2987,79%,5.58,113,5%,7%,2743,2.52,3.83,3.61,2.77,5.22,5.09,12.01,17.64,20.3,0%,1557,13,162,3980,144,5,17%,1%,1483
6644,S01013150,Clydebank North - 04,West Dunbartonshire,789,449,2458,2,4,8,36,15%,116,2295.5,10%,45,2637.5,125,135,43,68,22%,6%,96,2643,80%,4.92,117,5%,10%,2343,1.99,4.4,4.95,1.79,4.97,5.61,9.75,15.64,18.18,0%,1933,9,115,4851,85,10,10%,1%,3299
6645,S01013151,Clydebank North - 05,West Dunbartonshire,554,346,4100,3,6,12,59,5%,30,4835,6%,21,4135,100,33,89,86,19%,0%,105,3274,80%,5.93,65,1%,8%,4277,1.04,4.62,4.02,2.15,5.63,5.85,11.25,17.47,20.39,0%,1970,21,382,1604,32,12,6%,2%,4618
6646,S01013152,Clydebank East - 01,West Dunbartonshire,922,593,2778,2,4,8,40,12%,108,2975,8%,47,3406,120,90,33,99,18%,4%,105,2872,74%,5.62,123,3%,10%,2631,2.09,5.79,5.54,3.48,6.5,7.05,13.4,18.76,23.48,0%,858,14,153,4133,99,1,11%,0%,3376.5
6647,S01013153,Clydebank East - 02,West Dunbartonshire,865,539,820,1,2,3,12,27%,230,702,17%,89,1151,170,141,51,131,24%,5%,116,1322,69%,5.22,160,7%,4%,944,2.77,6.4,6.21,3.27,7.26,7.62,13.6,17.1,23,0%,752,22,256,2670,170,6,19%,1%,1227
6648,S01013154,Clydebank East - 03,West Dunbartonshire,909,624,1449,2,3,5,21,20%,185,1403,14%,84,1757,135,253,81,138,22%,9%,134,1483,79%,5.3,145,7%,8%,2080,3.24,6.26,5.36,2.01,6.27,7.02,12.49,13.85,19.28,0%,956,24,266,2546,139,12,14%,1%,2041
6649,S01013155,Clydebank East - 04,West Dunbartonshire,859,567,770,1,2,3,12,27%,231,678,17%,98,1020,175,208,326,117,21%,6%,130,1029,72%,5,182,4%,5%,994,3.71,6.97,5.98,1.91,7.06,7.66,13.38,14.84,20.34,0%,807,17,199,3412,195,18,21%,2%,765
6650,S01013156,Clydebank East - 05,West Dunbartonshire,748,523,515,1,1,2,8,29%,218,484,18%,96,862,215,181,152,175,27%,3%,158,373,65%,5.12,163,10%,5%,698,2.87,6.49,6.2,2.12,7.04,7.7,11.64,14.36,19.97,0%,951,16,215,3174,178,12,21%,1%,927
6651,S01013157,Clydebank East - 06,West Dunbartonshire,944,591,711,1,2,3,11,27%,257,638,19%,113,738,200,121,81,176,22%,9%,139,741,75%,5.41,173,6%,7%,1655,2.4,6.02,5.85,2.74,6.77,7.25,12.02,15.91,21.92,0%,930,24,256,2671,153,12,16%,1%,1734
6652,S01013158,Duntocher - 01,West Dunbartonshire,626,364,4442,4,7,13,64,6%,35,4766,4%,15,5077,60,25,30,133,18%,0%,76,4688,84%,5.93,74,3%,10%,4466,2.17,5.92,5.25,2.7,6.84,7.17,14,21.67,24.17,11%,737,15,241,2850,16,1,3%,0%,6494
6653,S01013159,Duntocher - 02,West Dunbartonshire,616,365,4791,4,7,14,69,4%,24,5506.5,5%,20,4366,60,85,59,65,17%,10%,74,4713,87%,5.87,89,0%,19%,5216,2.83,5.58,4.64,2.13,7.39,6.68,13.72,21.15,23.64,0%,905,0,0,6506,76,3,11%,0%,3289
6654,S01013160,Duntocher - 03,West Dunbartonshire,696,418,5556,4,8,16,80,2%,15,6395.5,4%,15,5474,55,26,24,51,13%,0%,69,5742,85%,5.93,58,2%,14%,5068,2.79,5.42,4.48,2.07,7.53,6.53,14.77,22.57,24.93,0%,886,3,43,6310,29,4,4%,1%,5963
6655,S01013161,Duntocher - 04,West Dunbartonshire,1009,623,1998,2,3,6,29,18%,179,1773,12%,76,2061,125,94,82,88,18%,8%,97,2778,76%,5.36,115,3%,10%,2629,2.4,4.55,3.61,1.92,7.23,5.66,13.72,19.82,23.02,0%,1284,23,230,2978,165,9,16%,1%,1667
6656,S01013162,Duntocher - 05,West Dunbartonshire,788,446,1350,1,2,4,20,20%,158,1435,16%,71,1244,160,156,22,121,23%,0%,138,1402,78%,5.56,135,1%,3%,2304,3.55,5.29,4.36,1.9,7.76,6.4,14.86,20.87,24.03,0%,889,10,128,4600,153,5,19%,1%,1295
6657,S01013163,Duntocher - 06,West Dunbartonshire,655,413,4457,4,7,13,64,5%,34,4927,5%,20,4698,60,26,0,59,15%,0%,57,5794,77%,6,80,0%,6%,4026,3.83,5.73,4.79,2.62,8.51,6.84,16.33,22.91,26.23,0%,641,7,108,4974,90,2,13%,0%,2724
6658,S01013164,Dalmuir - 01,West Dunbartonshire,1009,637,1656,2,3,5,24,17%,171,1900,17%,107,1089,135,205,231,111,20%,4%,106,1955,77%,5.63,104,6%,13%,3072,2.86,3.67,2.86,3.13,5.11,3.61,14.38,11.84,12.39,0%,2249,40,399,1511,115,11,11%,1%,3106
6659,S01013165,Dalmuir - 02,West Dunbartonshire,842,502,2905,3,5,9,42,13%,110,2668,9%,45,3020,125,166,138,126,21%,0%,132,1865,83%,5.29,97,5%,12%,3256,1.59,3.3,2.9,1.72,3.09,3.16,10.82,9.64,10.23,0%,4286,18,215,3175,88,5,10%,1%,3522
6660,S01013166,Dalmuir - 03,West Dunbartonshire,634,451,112,1,1,1,2,38%,242,118,31%,140,65,210,419,312,193,29%,8%,189,151,70%,4.71,174,12%,5%,591,1.56,5.02,1.13,1.79,5.39,1.4,10.86,4.28,4.83,0%,6308,59,937,246,104,16,16%,2%,1399
